show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s7184,TV Show,House of Cards Returns,James Cameron,"Meryl Streep, Jennifer Lawrence, Jung Ho-yeon, Ranbir Kapoor",United States,2020-04-16,2021,TV-MA,1 Season,"TV Mysteries, Reality TV, Sports TV","Passion, betrayal, and revenge collide in this thrilling drama."
s7185,Movie,The Awakening,Rajkumar Hirani,"Deepika Padukone, Brad Pitt, Vijay",Argentina,2018-01-22,2009,TV-MA,152 min,"Romantic Movies, Dramas",Behind every great fortune lies a great crime in this riveting saga.
s7186,Movie,The Dark Side,James Cameron,"Scarlett Johansson, Kangana Ranaut",United States,2021-01-14,2013,TV-PG,106 min,"Faith & Spirituality, Dramas, Thrillers",Three strangers are brought together by fate in a life-changing adventure.
s7187,Movie,Red Alert 3,David Fincher,"Vidya Balan, Priyanka Chopra, Ranbir Kapoor",Indonesia,2020-11-12,2018,TV-MA,75 min,Animated Movies,"Set against the backdrop of a divided nation, a story of hope and courage unfolds."
s7188,Movie,Wild Hearts 4,Quentin Tarantino,"Natalie Portman, Ajith",Germany,2015-03-14,2008,R,174 min,Stand-Up Comedy,Behind every great fortune lies a great crime in this riveting saga.
s7189,Movie,Broken Wings,Jordan Peele,"Chris Evans, Ajith",Canada,2019-03-08,2003,TV-14,100 min,"Documentaries, Action & Adventure",Three strangers are brought together by fate in a life-changing adventure.
s7190,Movie,Ocean's Secret 2,David Fincher,"Cate Blanchett, Prabhas",India,2020-09-12,2018,G,177 min,"Sci-Fi & Fantasy, Romantic Movies, Documentaries","When love meets destiny, nothing will ever be the same again."
s7191,Movie,The Perfect Storm,Shankar,"Meryl Streep, Shah Rukh Khan, Deepika Padukone, Jennifer Lawrence, Leonardo DiCaprio",Turkey,2020-02-16,2015,TV-14,104 min,"Faith & Spirituality, Cult Movies, Children & Family Movies","Based on true events, this story will shock and inspire in equal measure."
s7192,Movie,City of Lies,Greta Gerwig,"Ranbir Kapoor, Deepika Padukone",India,2017-02-01,2011,PG,126 min,"Children & Family Movies, Animated Movies, Thrillers",A gripping tale of survival and redemption in a world gone mad.
s7193,TV Show,The Valhalla Murders S2,Unknown,"Shah Rukh Khan, Cate Blanchett, Jung Ho-yeon",Germany,2018-01-15,2011,PG-13,4 Seasons,"TV Sci-Fi & Fantasy, Docuseries, Crime TV Shows","When love meets destiny, nothing will ever be the same again."
s7194,Movie,All of Us Are Dead,Peter Jackson,"Alia Bhatt, Allu Arjun, Kim Go-eun, Aamir Khan, Leonardo DiCaprio",France,2017-11-13,2008,R,179 min,Cult Movies,Behind every great fortune lies a great crime in this riveting saga.
s7195,TV Show,Typewriter,Shankar,"Deepika Padukone, Vijay, Lee Min-ho, Rajinikanth, Prabhas",Colombia,2016-09-09,2008,TV-14,2 Seasons,"Kids' TV, TV Sci-Fi & Fantasy","In a small town, everyone has something to hide â and someone is watching."
s7196,TV Show,Mindhunter S3 S2,Unknown,"Song Kang-ho, Park Seo-jun, Prabhas, Jennifer Lawrence",Canada,2017-03-22,2001,R,6 Seasons,"Stand-Up Comedy, International TV Shows","In the shadows of a corrupt government, a resistance movement fights for freedom."
s7197,Movie,The Promise,Bong Joon-ho,"Ajith, Ranveer Singh, Ranbir Kapoor, Prabhas",Indonesia,2021-11-19,2012,R,122 min,"Romantic Movies, Independent Movies, Horror Movies",A comedian's rise to fame is complicated by dark secrets from the past.
s7198,Movie,Beyond the Stars 4,Ridley Scott,"Brad Pitt, Cate Blanchett, Natalie Portman",United Kingdom,2017-04-12,2017,TV-PG,137 min,"Action & Adventure, Horror Movies, Stand-Up Comedy","Love, loss, and the power of human connection in trying times."
s7199,Movie,City of Lies 5,Patty Jenkins,"Leonardo DiCaprio, Shah Rukh Khan, Natalie Portman, Robert Downey Jr",United States,2019-08-17,2021,PG-13,88 min,"Classic Movies, Children & Family Movies","Set against the backdrop of a divided nation, a story of hope and courage unfolds."
s7200,Movie,Bajirao 2 5,Denis Villeneuve,"Ranveer Singh, Priyanka Chopra",Brazil,2016-06-25,2016,TV-14,164 min,"Sports Movies, Horror Movies",A comedian's rise to fame is complicated by dark secrets from the past.
s7201,Movie,Beyond the Stars,Zoya Akhtar,"Kangana Ranaut, Ranbir Kapoor, Leonardo DiCaprio",South Africa,2021-06-12,2005,TV-14,74 min,"Action & Adventure, Independent Movies","Based on true events, this story will shock and inspire in equal measure."
s7202,TV Show,Hit & Run S2 S3,Martin Scorsese,"Meryl Streep, Song Kang-ho, Brad Pitt, Jung Ho-yeon, Shah Rukh Khan",United States,2021-10-12,2011,PG-13,3 Seasons,Spirituality,A family torn apart by tragedy must find a way back to each other.
s7203,Movie,Sweet Home 2 3,Christopher Nolan,"Rajinikanth, Tom Hanks",Argentina,2020-01-11,2008,R,113 min,"Horror Movies, Documentaries",A comedian's rise to fame is complicated by dark secrets from the past.
s7204,Movie,Blue Moon,Sanjay Leela Bhansali,"Ranbir Kapoor, Park Seo-jun, Chris Evans, Vidya Balan",United Kingdom,2019-06-23,2001,PG-13,138 min,"Sci-Fi & Fantasy, Cult Movies",Behind every great fortune lies a great crime in this riveting saga.
s7205,Movie,Hollow Man 3,J.J. Abrams,"Chris Evans, Ranveer Singh, Song Kang-ho, Natalie Portman, Tom Hanks",Italy,2016-08-20,2009,PG,161 min,"Action & Adventure, Faith & Spirituality","In a small town, everyone has something to hide â and someone is watching."
s7206,Movie,Desert Rose,Shankar,"Scarlett Johansson, Jennifer Lawrence, Tom Hanks, Song Kang-ho, Meryl Streep",Spain,2016-08-16,2019,TV-14,172 min,"Faith & Spirituality, Sci-Fi & Fantasy","In the shadows of a corrupt government, a resistance movement fights for freedom."
s7207,TV Show,Stranger Things 5,Alfonso Cuaron,"Vidya Balan, Jung Ho-yeon, Kim Go-eun, Rajinikanth, Ranbir Kapoor",Argentina,2015-05-13,2007,TV-Y,1 Season,"Anime Series, TV Dramas","Set against the backdrop of a divided nation, a story of hope and courage unfolds."
s7208,Movie,Narcos: Brazil,Steven Spielberg,"Shah Rukh Khan, Jung Ho-yeon, Rajinikanth",South Korea,2015-09-19,2004,R,89 min,"Classic Movies, Music & Musicals","In a small town, everyone has something to hide â and someone is watching."
s7209,Movie,The Secret Garden,S.S. Rajamouli,"Salman Khan, Vijay, Kim Go-eun, Rajinikanth, Allu Arjun",United States,2019-11-08,2018,PG-13,135 min,Cult Movies,"When love meets destiny, nothing will ever be the same again."
s7210,Movie,The Awakening 2,Wes Anderson,"Scarlett Johansson, Tom Hanks",China,2020-07-13,2009,PG-13,161 min,"Children & Family Movies, Documentaries","In a city full of secrets, one detective uncovers a conspiracy that goes all the way to the top."
s7211,Movie,Desi Romance,Martin Scorsese,"Natalie Portman, Leonardo DiCaprio, Salman Khan, Rajinikanth",United Kingdom,2015-09-02,2005,PG-13,138 min,"Thrillers, Sci-Fi & Fantasy, Sports Movies","When old enemies become allies, the fate of the world hangs in the balance."
s7212,Movie,Pyaar Ka Saaya,Mani Ratnam,"Ajith, Tom Hanks, Aamir Khan, Allu Arjun, Deepika Padukone",Turkey,2018-05-05,2011,TV-14,98 min,"Animated Movies, Documentaries, Classic Movies",Behind every great fortune lies a great crime in this riveting saga.
s7213,Movie,Desert Rose,Ryan Coogler,"Jennifer Lawrence, Aamir Khan, Cate Blanchett, Ranveer Singh",United States,2018-04-09,2011,R,122 min,"Dramas, Animated Movies",A comedian's rise to fame is complicated by dark secrets from the past.
s7214,Movie,The Heist,Peter Jackson,"Lee Min-ho, Ranveer Singh, Scarlett Johansson, Vijay",Colombia,2016-12-09,2009,TV-14,153 min,Documentaries,A young woman discovers her true identity and must choose between two worlds.
s7215,TV Show,Juvenile Justice S2 S2,Chloe Zhao,"Natalie Portman, Vijay, Shah Rukh Khan",Germany,2018-05-21,2001,PG-13,7 Seasons,"Sports TV, Stand-Up Comedy",Behind every great fortune lies a great crime in this riveting saga.
s7216,Movie,White Noise,Christopher Nolan,"Lee Min-ho, Vidya Balan, Allu Arjun, Song Kang-ho",Thailand,2019-12-11,2021,TV-MA,109 min,Faith & Spirituality,"In a city full of secrets, one detective uncovers a conspiracy that goes all the way to the top."
s7217,Movie,Chennai Express 2,Ryan Coogler,"Ajith, Salman Khan, Alia Bhatt",United States,2020-05-07,2016,UR,98 min,"Children & Family Movies, Stand-Up Comedy, Faith & Spirituality",The future of humanity rests in the hands of an unlikely hero.
s7218,Movie,Beyond the Stars,Alfonso Cuaron,"Alia Bhatt, Deepika Padukone, Park Seo-jun, Allu Arjun, Cate Blanchett",Thailand,2016-07-08,2007,TV-PG,78 min,"Horror Movies, Independent Movies, Sports Movies",Three strangers are brought together by fate in a life-changing adventure.
s7219,Movie,The Golden Age,Anurag Kashyap,"Leonardo DiCaprio, Rajinikanth",India,2015-02-26,2003,TV-Y7,178 min,"Cult Movies, Classic Movies",The future of humanity rests in the hands of an unlikely hero.
s7220,Movie,Hellbound,Zack Snyder,"Ranveer Singh, Kangana Ranaut",United States,2021-08-11,2019,TV-G,121 min,"Horror Movies, Documentaries","In the shadows of a corrupt government, a resistance movement fights for freedom."
s7221,Movie,Fire and Ice 3,S.S. Rajamouli,"Natalie Portman, Scarlett Johansson, Cate Blanchett, Allu Arjun, Jung Ho-yeon",South Africa,2020-12-15,2006,PG-13,97 min,"Thrillers, Children & Family Movies","When love meets destiny, nothing will ever be the same again."
s7222,Movie,Lupin Returns,S.S. Rajamouli,"Ranveer Singh, Brad Pitt, Rajinikanth, Deepika Padukone, Aamir Khan",Australia,2018-08-21,2020,TV-14,116 min,"Romantic Movies, Dramas",An extraordinary journey through time and space that will change everything you know.
s7223,Movie,Crimson Tide 3,Martin Scorsese,"Robert Downey Jr, Park Seo-jun, Brad Pitt",United States,2015-11-15,2020,TV-MA,89 min,"Comedies, Independent Movies","Love, loss, and the power of human connection in trying times."
s7224,TV Show,Extraordinary Attorney Woo S2 S4,Ryan Coogler,"Prabhas, Deepika Padukone, Song Kang-ho",United States,2021-02-06,2010,PG-13,6 Seasons,"Reality TV, Spirituality, Nature & Science TV",A chef's obsession with perfection leads to unexpected discoveries about life.
s7225,TV Show,Hellbound S2 S2,Martin Scorsese,"Meryl Streep, Salman Khan, Tom Hanks, Ranveer Singh",Mexico,2021-03-04,2012,TV-Y7,1 Season,"International TV Shows, Crime TV Shows","Based on true events, this story will shock and inspire in equal measure."
s7226,Movie,Mumbai Diaries,Christopher Nolan,"Vidya Balan, Tom Hanks",Brazil,2016-10-09,2020,R,95 min,"Cult Movies, International Movies, Classic Movies",A family torn apart by tragedy must find a way back to each other.
s7227,Movie,The Golden Age 4,Bong Joon-ho,"Aamir Khan, Prabhas, Lee Min-ho, Kangana Ranaut, Robert Downey Jr",Colombia,2018-01-28,2017,TV-G,138 min,Thrillers,"In a city full of secrets, one detective uncovers a conspiracy that goes all the way to the top."
s7228,Movie,Red Alert,Zoya Akhtar,"Brad Pitt, Vidya Balan, Jung Ho-yeon, Salman Khan, Leonardo DiCaprio",United States,2020-10-13,2017,TV-14,180 min,"Documentaries, Cult Movies, International Movies","Passion, betrayal, and revenge collide in this thrilling drama."
s7229,TV Show,Call My Agent,Imtiaz Ali,"Kangana Ranaut, Meryl Streep, Vidya Balan",Japan,2017-10-28,2016,PG,1 Season,"Reality TV, Korean TV Shows, Docuseries","Passion, betrayal, and revenge collide in this thrilling drama."
s7230,Movie,The Golden Age 2,S.S. Rajamouli,"Lee Min-ho, Vidya Balan",Spain,2017-02-06,2021,TV-MA,135 min,"Animated Movies, Music & Musicals, Documentaries",A gripping tale of survival and redemption in a world gone mad.
s7231,TV Show,Typewriter,Ram Gopal Varma,"Salman Khan, Ajith, Ranbir Kapoor, Jennifer Lawrence",United States,2020-07-27,2007,NC-17,6 Seasons,"TV Comedies, British TV Shows, Korean TV Shows",A young woman discovers her true identity and must choose between two worlds.
s7232,Movie,Black Mirror,Mani Ratnam,"Chris Evans, Meryl Streep, Vijay, Jung Ho-yeon",Germany,2016-05-06,2005,R,92 min,Children & Family Movies,"In a city full of secrets, one detective uncovers a conspiracy that goes all the way to the top."
s7233,TV Show,Narcos Mexico S4 S2,Unknown,"Jennifer Lawrence, Vidya Balan, Shah Rukh Khan",United States,2020-10-10,2015,TV-PG,5 Seasons,Nature & Science TV,"In a small town, everyone has something to hide â and someone is watching."
s7234,TV Show,Narcos Mexico S4 S4,Greta Gerwig,"Rajinikanth, Brad Pitt, Leonardo DiCaprio, Prabhas, Jung Ho-yeon",Egypt,2019-12-18,2000,PG-13,3 Seasons,"Reality TV, TV Action & Adventure, Romantic TV Shows",The future of humanity rests in the hands of an unlikely hero.
s7235,Movie,Delhi Crime Story,David Fincher,"Kim Go-eun, Prabhas",France,2015-04-15,2016,NR,133 min,Romantic Movies,A family torn apart by tragedy must find a way back to each other.
s7236,Movie,The Heist 2,Peter Jackson,"Meryl Streep, Kim Go-eun, Brad Pitt, Rajinikanth, Scarlett Johansson",Australia,2021-12-26,2002,TV-PG,75 min,"Animated Movies, Children & Family Movies, Classic Movies","Love, loss, and the power of human connection in trying times."
s7237,Movie,Bajirao 2,Zack Snyder,"Park Seo-jun, Leonardo DiCaprio, Aamir Khan, Ranveer Singh",Brazil,2017-09-24,2002,TV-14,179 min,Horror Movies,"Passion, betrayal, and revenge collide in this thrilling drama."
s7238,TV Show,Hit & Run S2 S2,Ram Gopal Varma,"Alia Bhatt, Brad Pitt, Shah Rukh Khan, Jung Ho-yeon",India,2018-01-13,2016,R,7 Seasons,Anime Series,"When old enemies become allies, the fate of the world hangs in the balance."
s7239,Movie,Bajirao 2,S.S. Rajamouli,"Ranveer Singh, Kim Go-eun, Lee Min-ho, Robert Downey Jr",United Kingdom,2018-05-09,2006,PG-13,79 min,"Thrillers, Sports Movies, International Movies","Crime, politics, and power intertwine in this explosive thriller."
s7240,TV Show,Twenty Five Twenty One,Steven Spielberg,"Cate Blanchett, Ranbir Kapoor, Rajinikanth",United States,2020-09-06,2018,PG-13,7 Seasons,Romantic TV Shows,The future of humanity rests in the hands of an unlikely hero.
s7241,Movie,Operation Blackout 5,Wes Anderson,"Kangana Ranaut, Robert Downey Jr, Song Kang-ho, Ajith",France,2018-07-19,2002,TV-PG,176 min,Stand-Up Comedy,"Love, loss, and the power of human connection in trying times."
s7242,Movie,Dangerous Game 3,J.J. Abrams,"Ranveer Singh, Ajith, Chris Evans, Brad Pitt, Scarlett Johansson",Australia,2015-10-06,2005,TV-MA,74 min,"Independent Movies, Sci-Fi & Fantasy, International Movies","When love meets destiny, nothing will ever be the same again."
s7243,Movie,The Secret Garden 4,Shankar,"Vidya Balan, Prabhas, Kim Go-eun, Leonardo DiCaprio",Philippines,2020-01-02,2009,R,115 min,"Sci-Fi & Fantasy, Documentaries",A young woman discovers her true identity and must choose between two worlds.
s7244,Movie,Delhi Crime Story,Anurag Kashyap,"Vidya Balan, Leonardo DiCaprio, Ranveer Singh",Canada,2019-09-11,2017,R,104 min,"Animated Movies, Cult Movies, Children & Family Movies","In a city full of secrets, one detective uncovers a conspiracy that goes all the way to the top."
s7245,Movie,Broken Wings,Zack Snyder,"Brad Pitt, Prabhas, Salman Khan, Jennifer Lawrence, Robert Downey Jr",Canada,2015-02-18,2002,TV-MA,176 min,"Independent Movies, Faith & Spirituality",A family torn apart by tragedy must find a way back to each other.
s7246,Movie,Dilwale Returns,Anurag Kashyap,"Prabhas, Vijay, Deepika Padukone, Ajith",Italy,2017-04-20,2019,NR,86 min,"Romantic Movies, Sports Movies, Independent Movies",Three strangers are brought together by fate in a life-changing adventure.
s7247,TV Show,Narcos Mexico S4 S2,Unknown,"Salman Khan, Brad Pitt, Vijay, Prabhas, Park Seo-jun",Italy,2019-12-01,2015,PG-13,3 Seasons,"TV Sci-Fi & Fantasy, Docuseries, Anime Series",An extraordinary journey through time and space that will change everything you know.
s7248,TV Show,Sacred Games S2,Christopher Nolan,"Park Seo-jun, Kangana Ranaut, Ajith",Argentina,2019-03-28,2002,TV-Y7,4 Seasons,"Kids' TV, TV Mysteries, Spirituality","Love, loss, and the power of human connection in trying times."
s7249,Movie,Delhi Crime Story,Jordan Peele,"Jung Ho-yeon, Vidya Balan, Natalie Portman",United States,2018-04-12,2012,TV-14,122 min,International Movies,"Love, loss, and the power of human connection in trying times."
s7250,Movie,Shadow Games,Tim Burton,"Cate Blanchett, Scarlett Johansson, Lee Min-ho",Mexico,2019-01-10,2019,TV-MA,130 min,"Thrillers, Stand-Up Comedy, Animated Movies","Passion, betrayal, and revenge collide in this thrilling drama."
s7251,Movie,Bollywood Nights 5,Steven Spielberg,"Kangana Ranaut, Natalie Portman, Vijay, Ajith",France,2016-10-20,2012,PG-13,81 min,Classic Movies,"In a city full of secrets, one detective uncovers a conspiracy that goes all the way to the top."
s7252,Movie,Bajirao 2,Steven Spielberg,"Lee Min-ho, Ranbir Kapoor",India,2020-03-09,2005,TV-Y,74 min,Animated Movies,An estranged father and daughter reconnect on an unexpected road trip.
s7253,TV Show,Sacred Games,Greta Gerwig,"Natalie Portman, Kangana Ranaut, Tom Hanks",United States,2017-11-27,2021,NC-17,1 Season,TV Comedies,"In a city full of secrets, one detective uncovers a conspiracy that goes all the way to the top."
s7254,TV Show,Squid Game S2,David Fincher,"Ranbir Kapoor, Ranveer Singh, Chris Evans, Brad Pitt",Nigeria,2015-04-17,2016,TV-Y7,2 Seasons,TV Mysteries,"In the shadows of a corrupt government, a resistance movement fights for freedom."
s7255,Movie,Wild Hearts,Priyadarshan,"Ajith, Priyanka Chopra",South Africa,2020-02-27,2000,R,109 min,Sci-Fi & Fantasy,The future of humanity rests in the hands of an unlikely hero.
s7256,Movie,The Clone 2,David Fincher,"Robert Downey Jr, Ajith, Leonardo DiCaprio, Allu Arjun",India,2018-02-06,2000,UR,130 min,Romantic Movies,"Passion, betrayal, and revenge collide in this thrilling drama."
s7257,Movie,All of Us Are Dead,Alfonso Cuaron,"Lee Min-ho, Cate Blanchett",China,2017-08-11,2013,PG-13,121 min,"Romantic Movies, Horror Movies","Passion, betrayal, and revenge collide in this thrilling drama."
